Carimbo de data/hora,Qual sua faixa etária?,Qual seu nível de escolaridade?,Qual sua renda familiar mensal?,A sua última viagem intermunicipal (entre municípios) foi:,A viagem foi realizada em qual período do dia?,Qual o motivo da viagem?,Qual o município de ORIGEM,Qual o município de DESTINO,Qual foi o principal meio de transporte que você usou?,Você precisou fazer alguma integração (trocar de meio de transporte)?,"Se SIM, quais meios de transporte você utilizou além do principal?",Quanto tempo durou a viagem?,Com que frequência você faz essa viagem?,"Na sua opinião, qual a principal melhoria necessária para a mobilidade na sua cidade? (Marque até 2 opções)",Gostaria de deixar algum comentário ou sugestão sobre sua experiência de mobilidade?," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Continuidade e ausência de obstáculos nas calçadas?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Largura das calçadas para circulação de pedestres?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Condições do pavimento das calçadas (buracos, desníveis, aderência)?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Presença e qualidade das rampas de acessibilidade nas esquinas?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Presença de sombra ao longo do percurso?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Integração da caminhada com outros modos de transporte?]"
2025/03/10 7:03:32 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Madrugada (00h - 5h),Visita a amigos/familiares,São Luís,Morros,Moto própria,NAO,Moto própria,Entre 1 e 2 horas,Muito raramente,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Neutro,Muito insatisfeito(a)
2025/03/10 7:04:28 PM GMT-3,25 a 34 anos,Ensino Superior incompleto,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Noite (18h - 00h),Lazer,São Luís,Paço do Lumiar,Carro próprio,NAO,"Transporte por aplicativo (Uber, 99)",Entre 30 e 60 minutos,Muito raramente,Melhorar as condições das estradas e ruas,,Insatisfeito(a),Neutro,Neutro,Neutro,Neutro,Neutro
2025/03/10 7:07:57 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Noite (18h - 00h),Lazer,São Luís,Icatu,Carro próprio,SIM,Carro próprio,Entre 1 e 2 horas,Muito raramente,Melhorar as condições das estradas e ruas,,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro,Neutro
2025/03/10 7:09:05 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,Morros,Carro próprio,SIM,Carro próprio,Mais de 2 horas,Muito raramente,Diminuir o custo da passagem,,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a)
2025/03/10 7:09:42 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Noite (18h - 00h),Estudo,ITAPECURU MIRIM,São Luís,Van ,NAO,A pé,Entre 1 e 2 horas,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas,,Neutro,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro
2025/03/10 7:10:34 PM GMT-3,25 a 34 anos,Ensino Superior incompleto,Acima de 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Visita a amigos/familiares,São Luís,São Mateus ,Carro próprio,SIM,Ônibus,Mais de 2 horas,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas,,Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/10 7:27:53 PM GMT-3,25 a 34 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Candido Mendes ,Ônibus,NAO,Ônibus,Mais de 2 horas,Muito raramente,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/12 10:01:54 AM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Bacabeira,Ônibus,NAO,,Entre 30 e 60 minutos,1 a 3 vezes por mês,"Aumentar a frota e frequência dos ônibus;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/12 10:10:19 AM GMT-3,18 a 24 anos,Ensino Médio completo,Acima de 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São Luís,Alcântara,Ferriboat,SIM,Táxi,Mais de 2 horas,1 a 3 vezes por mês,"Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/12 11:46:26 AM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São José de Ribamar,São Luís,Ônibus,SIM,,Mais de 2 horas,Todos os dias,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público;Diminuir o custo da passagem,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/12 3:02:19 PM GMT-3,25 a 34 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Carro próprio,NAO,,Entre 30 e 60 minutos,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 3:06:47 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Acima de 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,São Luís,Carro próprio,NAO,Carro próprio,Entre 30 e 60 minutos,Todos os dias,"Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/13 3:14:26 PM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Trabalho,São Luís,São Luís,Carro próprio,NAO,,Menos de 15 minutos,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Neutro,Neutro,Neutro
2025/03/13 3:16:42 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,Paço do Lumiar,São Luís,Moto própria,NAO,,Entre 15 e 30 minutos,Todos os dias,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/13 3:53:44 PM GMT-3,35 a 44 anos,Ensino Médio completo,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Trabalho,São José de Ribamar,São Luís,Alternativo vans ,NAO,,Entre 1 e 2 horas,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 4:22:01 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo ,NAO,A pé,Entre 1 e 2 horas,1 a 2 vezes por semana,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",Q o transporte alternativo tivesse mais opções de rotas,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/13 4:33:30 PM GMT-3,45 a 59 anos,Ensino Fundamental completo,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Madrugada (00h - 5h),"Saúde (consultas médicas, exames)",São José de Ribamar,Paço do Lumiar,"Transporte alternativo, vans",NAO,A pé,Entre 30 e 60 minutos,Todos os dias,Regularizar o transporte alternativo de vansn,Não ,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a)
2025/03/13 4:34:48 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,Paço do Lumiar,São Luís,alternativo VANS,NAO,Ônibus,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas;IMPLANTAR NOVAS OPÇÕES DE TRANSPORTE ALTERNATIVO VANS,"REGULARIZAR AS VANS NO ESTADO, PARA QUE AS MESMAS RECEBAM TBM CARTÃO DE VALE TRANPORTE, DANDO OPORTUNIDADE PARA TODOS OS USUARIOS DO TRANSPORTE PUBLICO FAZEREM USO TAMBÉM DESTE SERVIÇO.",Neutro,Satisfeito(a),Satisfeito(a),Satisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/13 4:36:19 PM GMT-3,35 a 44 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Trabalho,São Luís,Paço do Lumiar,Alternativo vans,NAO,"Transporte por aplicativo (Uber, 99)",Entre 1 e 2 horas,1 a 2 vezes por semana,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 4:36:51 PM GMT-3,35 a 44 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Compras e serviços,Paço do Lumiar,São José de Ribamar,Alternativo (van),NAO,,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Transporte alternativo em outras linhas,Acha que a população tem que ser mais consultada  sobre melhorias,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro
2025/03/13 4:43:06 PM GMT-3,25 a 34 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São José de Ribamar,São Luís,Van transporte alternativo ,NAO,,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas,Eu faço todos os dias o trajeto ribamar mercado central em vans,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 5:12:07 PM GMT-3,25 a 34 anos,Ensino Superior incompleto,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Paço do Lumiar,São José de Ribamar,Carro próprio,NAO,,Entre 15 e 30 minutos,Todos os dias,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 6:04:58 PM GMT-3,35 a 44 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Madrugada (00h - 5h),Trabalho,São José de Ribamar,São José de Ribamar,Alternativo vans,NAO,A pé,Menos de 15 minutos,Todos os dias,Melhorar as condições das estradas e ruas;Colocar o alternativo vans,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Neutro
2025/03/13 7:29:50 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,Paço do Lumiar,São Luís,Carro próprio,NAO,,Entre 15 e 30 minutos,Todos os dias,"Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)","Nas novas regiões habitacionais de Paço do Lumiar encontramos muitas ruas sem drenagem e pavimentação, apesar do grande volume de habitantes. O investimento nessas áreas possibilitará ligação de caminhos mais curtos com o município de São Luís e novas rotas de tráfego para desconcentrar o grande trânsito na MA. Do mesmo modo, somente uma pequena quantidade de ônibus metropolitanos assistenciam essas áreas. ",Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/13 7:30:26 PM GMT-3,25 a 34 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Van alternativa,NAO,,Entre 1 e 2 horas,3 a 5 vezes por semana,Melhorar o sistema alternativo,,Neutro,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/13 7:41:00 PM GMT-3,35 a 44 anos,Ensino Médio completo,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),"Trabalho, levar os filhos a escola ",São Luís,São José de Ribamar,Transporte Alternativo complementar vans ,NAO,,Entre 30 e 60 minutos,Todos os dias,"Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.);",Criar novas rotas para às vans que opera no transporte alternativo complementar urbano ,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 7:16:17 AM GMT-3,25 a 34 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Raposa,"Transporte por aplicativo (Uber, 99)",NAO,,Entre 15 e 30 minutos,Muito raramente,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 10:57:28 AM GMT-3,60 anos ou mais,Ensino Superior completo ou mais,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),"Saúde (consultas médicas, exames)",São José de Ribamar,São Luís,Carro próprio,NAO,,Entre 30 e 60 minutos,Muito raramente,"Aumentar a frota e frequência dos ônibus;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 11:35:40 AM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Trabalho,São Luís,Paço do Lumiar,Carro próprio,NAO,,Entre 15 e 30 minutos,Muito raramente,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 12:40:46 PM GMT-3,35 a 44 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Carro próprio,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 12:59:56 PM GMT-3,45 a 59 anos,Ensino Médio completo,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Visita a amigos/familiares,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 30 e 60 minutos,3 a 5 vezes por semana,Melhorar a segurança no transporte público,,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Neutro,Neutro
2025/03/14 1:06:11 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 30 e 60 minutos,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Neutro,Neutro,Insatisfeito(a),Neutro,Neutro,Neutro
2025/03/14 1:07:26 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São José de Ribamar,São Luís,Ônibus,SIM,Transporte alternativo - Van,Entre 30 e 60 minutos,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 1:27:51 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Visita a amigos/familiares,São Luís,São José de Ribamar,Transporte alternativo - Van,SIM,"Transporte por aplicativo (Uber, 99)",Entre 30 e 60 minutos,1 a 3 vezes por mês,Aumentar a frota e frequência dos ônibus;Diminuir o custo da passagem,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 1:39:20 PM GMT-3,45 a 59 anos,Ensino Médio completo,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Compras e serviços,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 1 e 2 horas,1 a 2 vezes por semana,Melhorar a segurança no transporte público,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 1:50:57 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,Raposa,Carona com alguém,NAO,,Entre 30 e 60 minutos,Muito raramente,"Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.);educação de motoristas (pararem em faixas) - segurança nas vias: muitos assaltos a ciclistas e pedestres - melhorias e criação de calçadas","A insegurança é um grande problema para a mobilidade. Muitas vezes a opção pela caminhada é abandonada considerando a quantidade de assaltos relatados nos trajetos percorridos, assim como o número de conhecidos que têm suas bicicletas levadas quando o intuito era sua utilização como meio de transporte, não como lazer. É preciso criar formas de envolver as pessoas, os moradores, a valorizarem o espaço de forma a pensar que o território é de todos, que o respeito é fundamental para o convívio pacífico. Penso que esse aspecto seja muito difícil, por mais que campanhas sejam criadas, mas talvez multar seja uma boa iniciativa, pois muitos infringem as leis por considerarem que poder econômico significa impunidade.",Satisfeito(a),Satisfeito(a),Satisfeito(a),Muito insatisfeito(a),Neutro,Satisfeito(a)
2025/03/14 1:53:02 PM GMT-3,45 a 59 anos,Ensino Médio completo,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),"Saúde (consultas médicas, exames)",São José de Ribamar,São Luís,Ônibus,SIM,Transporte alternativo - Van,Entre 1 e 2 horas,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus;Van transporte alternativo,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 2:04:04 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Paço do Lumiar,Carro próprio,NAO,,Entre 30 e 60 minutos,1 a 3 vezes por mês,Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público,,Neutro,Satisfeito(a),Neutro,Insatisfeito(a),Insatisfeito(a),Neutro
2025/03/14 2:04:09 PM GMT-3,45 a 59 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Alternativo vans,NAO,Transporte alternativo - Van,Entre 1 e 2 horas,Todos os dias,Alternativo vans ,"O governo estadual está nas mãos desses empresários porque quer.libera a bilhetagem pra vans e novas rotas. Eu queria ver a marra deles (donos de ônibus)
",Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 2:16:04 PM GMT-3,60 anos ou mais,Ensino Superior completo ou mais,Acima de 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,Morros,Carro próprio,NAO,,Entre 1 e 2 horas,Muito raramente,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Neutro,Insatisfeito(a),Insatisfeito(a),Neutro,Satisfeito(a),Neutro
2025/03/14 2:30:21 PM GMT-3,18 a 24 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São Luís,São Luís,Ônibus,NAO,,Entre 15 e 30 minutos,Todos os dias,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,Melhorar as condições dos ônibus,Neutro,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro,Neutro
2025/03/14 2:49:39 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Bacabeira,Ônibus,SIM,"Transporte por aplicativo (Uber, 99)",Entre 1 e 2 horas,1 a 3 vezes por mês,"Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.);Melhorar as condições das estradas e ruas interbairros",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 2:54:22 PM GMT-3,18 a 24 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Satisfeito(a)
2025/03/14 3:01:50 PM GMT-3,18 a 24 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Pinheiro ,Ônibus,SIM,Carona com alguém,Mais de 2 horas,Muito raramente,"Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Neutro,Insatisfeito(a),Muito insatisfeito(a),Neutro
2025/03/14 3:03:14 PM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Estudo,São Luís,São Luís,Carro próprio,NAO,,Entre 15 e 30 minutos,Todos os dias,Aumentar a frota e frequência dos ônibus,,Neutro,Neutro,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 3:03:37 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Lazer,São Luís,Paço do Lumiar,Ônibus,SIM,Ônibus;A pé,Entre 30 e 60 minutos,Muito raramente,Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público,"Integrar os ônibus intermunicipais (de São José de Ribamar, Paço do Lumiar e Raposa) ao bilhete único. Facilitaria muito, pois diminuiria o número de passageiros dependentes desses ônibus nos terminais de integração para não precisar pagar outra passagem. ",Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Neutro
